,Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Adjusted Percentage of Average Daily Traffic For Trucks,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Construction Zone Flag,Crash Date,Crash Severity,Day of Week,Latitude,Light Condition,Longitude,Manner of Collision,Other Factor,Percentage of Single Unit Truck Average Daily Traffic,Road Class,Speed Limit,Weather Condition,Person Age,Person Death Count,Person Ethnicity,Person Gender,Person Helmet,Person Injury Severity,geometry,index_right0,index_right1,index_right2,osmid,oneway,lanes,name,highway,length,ref,bridge,maxspeed,access,tunnel,junction,service,names,distance,Crash Rate
154,16688632,No,NO,140337,2.8,FALSE,140337,2019,No,10/14/18,B - SUSPECTED MINOR INJURY,SUNDAY,30.41816917,"3 - DARK, LIGHTED",-97.70501,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,2.2,US & STATE HIGHWAYS,55,1 - CLEAR,19,0,99 - UNKNOWN,1 - MALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.70501 30.41816917),5838149586,8942027631,0,"[461783936, 461783938, 608325476, 656122468, 617627975, 608325480, 608321159, 608321160, 617627979, 778299980, 778299982, 778299984, 778299986, 778299988, 778299990, 617610012]",True,1,North Mopac Expressway,motorway,16987.778000000006,Express 1 Toll,yes,"['75 mph', '65 mph']",,,,,North Mopac Expressway,7.489177843071222e-05,3.6211836345675294e-05
155,17668639,No,NO,162105,2.3,FALSE,162105,2019,No,4/25/20,B - SUSPECTED MINOR INJURY,SATURDAY,30.3357503,1 - DAYLIGHT,-97.75552897,ONE MOTOR VEHICLE - TURNING LEFT,ONE VEHICLE ENTERING DRIVEWAY,1.9,CITY STREET,-1,1 - CLEAR,41,0,W - WHITE,1 - MALE,"4 - WORN, UNK DAMAGE",B - SUSPECTED MINOR INJURY,POINT (-97.75552897 30.3357503),5415278851,4281149633,0,"[561631078, 778299977, 992222126, 778299983, 448718800, 608316817, 778299985, 778299987, 656122482, 778299989, 778299991, 1040470168]",True,"['2', '1']",North Mopac Expressway,motorway,6325.285999999998,Express 1 Toll,yes,70 mph,,,,,North Mopac Expressway,4.5480470890086836e-05,3.6211836345675294e-05
156,18285926,Yes,NO,116343,3,FALSE,116343,2019,No,5/31/21,A - SUSPECTED SERIOUS INJURY,MONDAY,30.40120554,1 - DAYLIGHT,-97.72957299,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,2.4,US & STATE HIGHWAYS,45,2 - CLOUDY,51,0,W - WHITE,1 - MALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.72957299 30.40120554),5838149586,8942027631,0,"[461783936, 461783938, 608325476, 656122468, 617627975, 608325480, 608321159, 608321160, 617627979, 778299980, 778299982, 778299984, 778299986, 778299988, 778299990, 617610012]",True,1,North Mopac Expressway,motorway,16987.778000000006,Express 1 Toll,yes,"['75 mph', '65 mph']",,,,,North Mopac Expressway,3.3585433440589076e-05,3.6211836345675294e-05
157,18344870,Yes,NO,,,TRUE,,,No,7/2/21,B - SUSPECTED MINOR INJURY,FRIDAY,30.40737475,1 - DAYLIGHT,-97.71426246,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,45,1 - CLEAR,45,0,W - WHITE,2 - FEMALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71426246 30.40737475),152579257,152579139,0,1029303899,True,4,North Mopac Expressway,secondary,42.152,FM 1325,,,,,,,North Mopac Expressway,1.5984787113893084e-05,3.6211836345675294e-05
158,18465459,Yes,NO,153426,2.4,TRUE,153426,2019,No,9/8/21,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.35039627,1 - DAYLIGHT,-97.74927152,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,2,US & STATE HIGHWAYS,45,1 - CLEAR,57,0,W - WHITE,2 - FEMALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.74927152 30.35039627),5838149586,8942027631,0,"[461783936, 461783938, 608325476, 656122468, 617627975, 608325480, 608321159, 608321160, 617627979, 778299980, 778299982, 778299984, 778299986, 778299988, 778299990, 617610012]",True,1,North Mopac Expressway,motorway,16987.778000000006,Express 1 Toll,yes,"['75 mph', '65 mph']",,,,,North Mopac Expressway,4.691275629430924e-05,3.6211836345675294e-05
159,12498787,No,NO,,,TRUE,,,No,1/11/12,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.21546193,1 - DAYLIGHT,-97.7392539,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,40,1 - CLEAR,24,0,W - WHITE,2 - FEMALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.7392539 30.21546193),152448265,1767320288,0,"[619418856, 619418857]",True,"['5', '3']",East Ben White Boulevard,secondary,384.584,,,,,,,,East Ben White Boulevard,3.6987461796029945e-06,2.4121087861062533e-05
160,13046601,No,NO,,,TRUE,,,No,12/10/12,C - POSSIBLE INJURY,MONDAY,30.21197479,1 - DAYLIGHT,-97.71260247,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,55,1 - CLEAR,52,0,B - BLACK,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.71260247 30.21197479),298303040,298303041,0,1029232803,True,,East Ben White Boulevard,secondary,16.414,,,,,,,,East Ben White Boulevard,7.074735034650269e-06,2.4121087861062533e-05
161,13171240,No,NO,,,TRUE,,,No,3/5/13,B - SUSPECTED MINOR INJURY,TUESDAY,30.21959479,1 - DAYLIGHT,-97.75664246,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,40,1 - CLEAR,25,0,W - WHITE,2 - FEMALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75664246 30.21959479),152480451,152586288,0,436734877,True,3,East Ben White Boulevard,secondary,191.231,,,,,,,,East Ben White Boulevard,3.983390959070095e-06,2.4121087861062533e-05
162,14093949,No,NO,95090,5.5,FALSE,95090,2019,No,10/10/14,A - SUSPECTED SERIOUS INJURY,FRIDAY,30.22265656,"2 - DARK, NOT LIGHTED",-97.6816503,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,3.6,US & STATE HIGHWAYS,55,1 - CLEAR,,0,B - BLACK,1 - MALE,99 - UNKNOWN IF WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.6816503 30.22265656),7327259920,6570475660,0,989302486,True,2,East Ben White Boulevard,motorway,236.215,TX 71,,55 mph,,,,,East Ben White Boulevard,0.00020403902469813052,2.4121087861062533e-05
163,15536509,Yes,NO,,,TRUE,,,No,1/12/17,B - SUSPECTED MINOR INJURY,THURSDAY,30.21902478,1 - DAYLIGHT,-97.75710246,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,35,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75710246 30.21902478),152394453,1371600881,0,350281302,True,3,East Ben White Boulevard,secondary,111.295,,,,,,,,East Ben White Boulevard,1.1488724585408725e-05,2.4121087861062533e-05
164,16009470,No,NO,95090,5.5,FALSE,95090,2019,No,9/27/17,A - SUSPECTED SERIOUS INJURY,WEDNESDAY,30.22273968,1 - DAYLIGHT,-97.68126452,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,3.6,US & STATE HIGHWAYS,-1,1 - CLEAR,39,0,H - HISPANIC,1 - MALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.68126452 30.22273968),7327259920,6570475660,0,989302486,True,2,East Ben White Boulevard,motorway,236.215,TX 71,,55 mph,,,,,East Ben White Boulevard,0.00021949822960633746,2.4121087861062533e-05
165,16321344,No,NO,,,FALSE,,,No,10/27/17,N - NOT INJURED,FRIDAY,30.22009479,1 - DAYLIGHT,-97.75756246,ONE MOTOR VEHICLE - TURNING RIGHT,ONE VEHICLE LEAVING DRIVEWAY,,CITY STREET,-1,1 - CLEAR,37,0,W - WHITE,1 - MALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.75756246 30.22009479),152480451,152586288,0,436734877,True,3,East Ben White Boulevard,secondary,191.231,,,,,,,,East Ben White Boulevard,2.0612495165384886e-05,2.4121087861062533e-05
166,16065689,No,NO,,,FALSE,,,No,11/5/17,B - SUSPECTED MINOR INJURY,SUNDAY,30.22248905,"3 - DARK, LIGHTED",-97.76418993,ONE MOTOR VEHICLE - TURNING LEFT,ONE VEHICLE LEAVING DRIVEWAY,,CITY STREET,35,1 - CLEAR,51,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.76418993 30.22248905),152398005,152586207,0,619457380,True,2,East Ben White Boulevard,secondary,53.853,,,,,,,,East Ben White Boulevard,1.091732382789376e-05,2.4121087861062533e-05
167,17580120,No,NO,70740,6.2,TRUE,70740,2019,No,2/21/20,N - NOT INJURED,FRIDAY,30.21848496,1 - DAYLIGHT,-97.69091383,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,4.1,CITY STREET,55,1 - CLEAR,29,0,W - WHITE,2 - FEMALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.69091383 30.21848496),3560230798,5908069680,0,"[618202817, 165170410, 963890565]",True,"['5', '3', '4']",East Ben White Boulevard,motorway,892.1370000000001,TX 71,,"['55 mph', '70 mph']",,,,,East Ben White Boulevard,5.207196904504598e-05,2.4121087861062533e-05
168,18233539,No,NO,,,TRUE,,,No,3/13/21,C - POSSIBLE INJURY,SATURDAY,30.22248479,1 - DAYLIGHT,-97.76419246,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,US & STATE HIGHWAYS,-1,2 - CLOUDY,52,0,H - HISPANIC,1 - MALE,99 - UNKNOWN IF WORN,C - POSSIBLE INJURY,POINT (-97.76419246 30.22248479),152398005,152586207,0,619457380,True,2,East Ben White Boulevard,secondary,53.853,,,,,,,,East Ben White Boulevard,5.967757222180082e-06,2.4121087861062533e-05
169,18481234,No,NO,70740,6.2,FALSE,70740,2019,No,9/17/21,C - POSSIBLE INJURY,FRIDAY,30.21828083,"2 - DARK, NOT LIGHTED",-97.69136687,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,4.1,US & STATE HIGHWAYS,45,1 - CLEAR,46,0,H - HISPANIC,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.69136687 30.21828083),3560230798,5908069680,0,"[618202817, 165170410, 963890565]",True,"['5', '3', '4']",East Ben White Boulevard,motorway,892.1370000000001,TX 71,,"['55 mph', '70 mph']",,,,,East Ben White Boulevard,2.8341694443699114e-05,2.4121087861062533e-05
170,18497182,Yes,NO,,,FALSE,,,No,9/27/21,A - SUSPECTED SERIOUS INJURY,MONDAY,30.22240285,1 - DAYLIGHT,-97.76406531,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,-1,1 - CLEAR,63,0,W - WHITE,1 - MALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.76406531 30.22240285),152398005,152586207,0,619457380,True,2,East Ben White Boulevard,secondary,53.853,,,,,,,,East Ben White Boulevard,7.290280938969116e-06,2.4121087861062533e-05
171,12629246,No,NO,43724,1.2,TRUE,43724,2019,No,1/12/12,N - NOT INJURED,THURSDAY,30.26437854,1 - DAYLIGHT,-97.74801969,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,35,2 - CLOUDY,25,0,W - WHITE,1 - MALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.74801969 30.26437854),152456593,2161101856,0,"[436614758, 51864151]",True,2,West Cesar Chavez Street,primary,104.688,Loop 343,,30 mph,,,,,West Cesar Chavez Street,2.0117639689544417e-07,7.716843296635456e-05
172,12560378,No,NO,46800,1.2,TRUE,46800,2019,No,2/20/12,B - SUSPECTED MINOR INJURY,MONDAY,30.26650046,"3 - DARK, LIGHTED",-97.75626172,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,0,1 - CLEAR,32,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75626172 30.26650046),1806803962,152383640,0,"[1008898686, 899987075, 143948147, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
173,12560378,No,NO,46800,1.2,TRUE,46800,2019,No,2/20/12,B - SUSPECTED MINOR INJURY,MONDAY,30.26650046,"3 - DARK, LIGHTED",-97.75626172,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,0,1 - CLEAR,32,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75626172 30.26650046),152383640,1806803962,0,"[143948147, 899987075, 1008898686, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
174,14892747,Yes,NO,26104,1.5,TRUE,26104,2019,No,12/8/15,C - POSSIBLE INJURY,TUESDAY,30.26411846,"2 - DARK, NOT LIGHTED",-97.7470975,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,1.4,CITY STREET,30,1 - CLEAR,41,0,W - WHITE,1 - MALE,"3 - WORN, NOT DAMAGED",C - POSSIBLE INJURY,POINT (-97.7470975 30.26411846),152509952,152456593,0,143978649,False,6,West Cesar Chavez Street,primary,99.35,Loop 343,,30 mph,,,,,West Cesar Chavez Street,1.9500590978122816e-05,7.716843296635456e-05
175,15541063,No,NO,,,FALSE,,,No,9/17/16,B - SUSPECTED MINOR INJURY,SATURDAY,30.26594582,1 - DAYLIGHT,-97.75344334,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,-1,1 - CLEAR,26,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75344334 30.26594582),1402993259,4028583444,0,"[1008898688, 152429714]",False,"['5', '4']",West Cesar Chavez Street,primary,118.783,Loop 343,,30 mph,,,,,West Cesar Chavez Street,2.2409317985655173e-05,7.716843296635456e-05
176,15604729,No,NO,26104,1.5,FALSE,26104,2019,No,2/15/17,C - POSSIBLE INJURY,WEDNESDAY,30.26411006,1 - DAYLIGHT,-97.74706733,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,1.4,US & STATE HIGHWAYS,35,1 - CLEAR,30,0,W - WHITE,1 - MALE,"4 - WORN, UNK DAMAGE",C - POSSIBLE INJURY,POINT (-97.74706733 30.26411006),152456593,152509952,0,143978649,False,6,West Cesar Chavez Street,primary,99.35,Loop 343,,30 mph,,,,,West Cesar Chavez Street,1.983303493825324e-05,7.716843296635456e-05
177,15604729,No,NO,26104,1.5,FALSE,26104,2019,No,2/15/17,C - POSSIBLE INJURY,WEDNESDAY,30.26411006,1 - DAYLIGHT,-97.74706733,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,1.4,US & STATE HIGHWAYS,35,1 - CLEAR,30,0,W - WHITE,1 - MALE,"4 - WORN, UNK DAMAGE",C - POSSIBLE INJURY,POINT (-97.74706733 30.26411006),152509952,152456593,0,143978649,False,6,West Cesar Chavez Street,primary,99.35,Loop 343,,30 mph,,,,,West Cesar Chavez Street,1.983303493825324e-05,7.716843296635456e-05
178,16448775,No,NO,,,TRUE,,,No,6/3/18,C - POSSIBLE INJURY,SUNDAY,30.26433478,"3 - DARK, LIGHTED",-97.74803246,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,98 - OTHER (EXPLAIN IN NARRATIVE),50,0,98 - OTHER,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.74803246 30.26433478),2161101856,152456593,0,"[436742892, 436614759]",True,"['5', '3']",West Cesar Chavez Street,primary,105.352,Loop 343,,30 mph,,,,,West Cesar Chavez Street,1.413784018319281e-05,7.716843296635456e-05
179,16615290,No,NO,43724,1.2,TRUE,43724,2019,No,8/22/18,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.26437892,1 - DAYLIGHT,-97.748021,ONE MOTOR VEHICLE - TURNING LEFT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,35,1 - CLEAR,31,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.748021 30.26437892),152456593,2161101856,0,"[436614758, 51864151]",True,2,West Cesar Chavez Street,primary,104.688,Loop 343,,30 mph,,,,,West Cesar Chavez Street,8.97212076596608e-08,7.716843296635456e-05
180,16615290,No,NO,43724,1.2,TRUE,43724,2019,No,8/22/18,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.26437892,1 - DAYLIGHT,-97.748021,ONE MOTOR VEHICLE - TURNING LEFT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,35,1 - CLEAR,50,0,W - WHITE,2 - FEMALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.748021 30.26437892),152456593,2161101856,0,"[436614758, 51864151]",True,2,West Cesar Chavez Street,primary,104.688,Loop 343,,30 mph,,,,,West Cesar Chavez Street,8.97212076596608e-08,7.716843296635456e-05
181,17184923,No,NO,,,TRUE,,,No,7/17/19,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.26597478,1 - DAYLIGHT,-97.75353246,ONE MOTOR VEHICLE - TURNING LEFT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.75353246 30.26597478),1402993259,152383640,0,"[415672188, 1008898687]",False,"['5', '4']",West Cesar Chavez Street,primary,199.441,Loop 343,,30 mph,,,,,West Cesar Chavez Street,2.0247632381474708e-05,7.716843296635456e-05
182,17207032,No,NO,43724,1.2,TRUE,43724,2019,No,7/26/19,B - SUSPECTED MINOR INJURY,FRIDAY,30.26599688,1 - DAYLIGHT,-97.75352517,ONE MOTOR VEHICLE - TURNING LEFT,ONE VEHICLE ENTERING DRIVEWAY,1.1,CITY STREET,35,1 - CLEAR,44,0,W - WHITE,1 - MALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.75352517 30.26599688),152383640,1402993259,0,"[415672188, 1008898687]",False,"['5', '4']",West Cesar Chavez Street,primary,199.441,Loop 343,,30 mph,,,,,West Cesar Chavez Street,3.0236289449151735e-06,7.716843296635456e-05
183,17433909,No,NO,,,FALSE,,,No,12/1/19,B - SUSPECTED MINOR INJURY,SUNDAY,30.26370478,"3 - DARK, LIGHTED",-97.74586246,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,7,0,99 - UNKNOWN,1 - MALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.74586246 30.26370478),4344959436,152509949,0,"[1008898690, 968033523]",False,"['4', '6']",West Cesar Chavez Street,primary,70.43100000000001,Loop 343,,30 mph,,,,,West Cesar Chavez Street,5.4458846098997064e-05,7.716843296635456e-05
184,17433909,No,NO,,,FALSE,,,No,12/1/19,B - SUSPECTED MINOR INJURY,SUNDAY,30.26370478,"3 - DARK, LIGHTED",-97.74586246,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,7,0,99 - UNKNOWN,1 - MALE,"3 - WORN, NOT DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.74586246 30.26370478),152509949,4344959436,0,"[1008898690, 968033523]",False,"['4', '6']",West Cesar Chavez Street,primary,70.431,Loop 343,,30 mph,,,,,West Cesar Chavez Street,5.4458846098997064e-05,7.716843296635456e-05
185,17573178,No,NO,,,TRUE,,,No,1/6/20,C - POSSIBLE INJURY,MONDAY,30.26561478,1 - DAYLIGHT,-97.75233246,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,60,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.75233246 30.26561478),3588213525,4028583444,0,"[206110441, 206110444, 402523645]",False,4,West Cesar Chavez Street,primary,220.06699999999998,Loop 343,yes,30 mph,,,,,West Cesar Chavez Street,2.1775394127278896e-05,7.716843296635456e-05
186,17573178,No,NO,,,TRUE,,,No,1/6/20,C - POSSIBLE INJURY,MONDAY,30.26561478,1 - DAYLIGHT,-97.75233246,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,60,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.75233246 30.26561478),4028583444,3588213525,0,"[206110441, 206110444, 402523645]",False,4,West Cesar Chavez Street,primary,220.067,Loop 343,yes,30 mph,,,,,West Cesar Chavez Street,2.1775394127278896e-05,7.716843296635456e-05
187,18267543,Yes,NO,46800,1.2,TRUE,46800,2019,No,3/15/21,C - POSSIBLE INJURY,MONDAY,30.26650046,1 - DAYLIGHT,-97.75626172,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,1.1,CITY STREET,45,1 - CLEAR,22,0,W - WHITE,2 - FEMALE,"4 - WORN, UNK DAMAGE",C - POSSIBLE INJURY,POINT (-97.75626172 30.26650046),1806803962,152383640,0,"[1008898686, 899987075, 143948147, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
188,18267543,Yes,NO,46800,1.2,TRUE,46800,2019,No,3/15/21,C - POSSIBLE INJURY,MONDAY,30.26650046,1 - DAYLIGHT,-97.75626172,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,1.1,CITY STREET,45,1 - CLEAR,22,0,W - WHITE,2 - FEMALE,"4 - WORN, UNK DAMAGE",C - POSSIBLE INJURY,POINT (-97.75626172 30.26650046),152383640,1806803962,0,"[143948147, 899987075, 1008898686, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
189,18234544,Yes,NO,46800,1.2,TRUE,46800,2019,No,4/24/21,N - NOT INJURED,SATURDAY,30.26650046,1 - DAYLIGHT,-97.75626172,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,CITY STREET,-1,1 - CLEAR,36,0,A - ASIAN,1 - MALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.75626172 30.26650046),1806803962,152383640,0,"[1008898686, 899987075, 143948147, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
190,18234544,Yes,NO,46800,1.2,TRUE,46800,2019,No,4/24/21,N - NOT INJURED,SATURDAY,30.26650046,1 - DAYLIGHT,-97.75626172,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,CITY STREET,-1,1 - CLEAR,36,0,A - ASIAN,1 - MALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.75626172 30.26650046),152383640,1806803962,0,"[143948147, 899987075, 1008898686, 436614911]",False,"['5', '4', '6']",West Cesar Chavez Street,primary,151.305,Loop 343,,"['35 mph', '30 mph']",,,,,West Cesar Chavez Street,1.1740380433174886e-05,7.716843296635456e-05
191,12510523,Yes,NO,46800,1.2,FALSE,46800,2019,No,1/17/12,B - SUSPECTED MINOR INJURY,TUESDAY,30.25779911,1 - DAYLIGHT,-97.759864,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,40,1 - CLEAR,21,0,W - WHITE,1 - MALE,"2 - WORN, DAMAGED",B - SUSPECTED MINOR INJURY,POINT (-97.759864 30.25779911),152433084,152616202,0,150220101,False,4,South Lamar Boulevard,primary,141.575,Loop 343,,,,,,,South Lamar Boulevard,5.28821962025068e-06,4.3329433684301746e-05
192,12575491,No,NO,46800,1.2,TRUE,46800,2019,No,2/25/12,B - SUSPECTED MINOR INJURY,SATURDAY,30.24843051,1 - DAYLIGHT,-97.76999678,ONE MOTOR VEHICLE - TURNING LEFT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,40,1 - CLEAR,27,0,W - WHITE,1 - MALE,"4 - WORN, UNK DAMAGE",B - SUSPECTED MINOR INJURY,POINT (-97.76999678 30.24843051),152421030,152460136,0,436634456,False,4,South Lamar Boulevard,primary,80.862,Loop 343,,35 mph,,,,,South Lamar Boulevard,2.98585400795615e-06,4.3329433684301746e-05
193,12604071,Yes,NO,45516,1.2,TRUE,45516,2019,No,3/17/12,B - SUSPECTED MINOR INJURY,SATURDAY,30.24694096,1 - DAYLIGHT,-97.77715953,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,40,2 - CLOUDY,39,0,W - WHITE,1 - MALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.77715953 30.24694096),152616233,152555107,0,436634456,False,4,South Lamar Boulevard,primary,196.558,Loop 343,,35 mph,,,,,South Lamar Boulevard,1.3056580961804463e-05,4.3329433684301746e-05
194,12712190,No,NO,45516,1.2,FALSE,45516,2019,No,4/19/12,B - SUSPECTED MINOR INJURY,THURSDAY,30.24645028,1 - DAYLIGHT,-97.77829487,ONE MOTOR VEHICLE - TURNING RIGHT,ONE VEHICLE ENTERING DRIVEWAY,1.1,US & STATE HIGHWAYS,35,1 - CLEAR,54,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.77829487 30.24645028),152616237,152616235,0,436634456,False,4,South Lamar Boulevard,primary,66.3,Loop 343,,35 mph,,,,,South Lamar Boulevard,4.996054860342344e-06,4.3329433684301746e-05
195,13029521,No,NO,45516,1.2,TRUE,45516,2019,No,12/2/12,A - SUSPECTED SERIOUS INJURY,SUNDAY,30.24694096,"3 - DARK, LIGHTED",-97.77715953,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,1.1,US & STATE HIGHWAYS,40,1 - CLEAR,27,0,W - WHITE,2 - FEMALE,"3 - WORN, NOT DAMAGED",A - SUSPECTED SERIOUS INJURY,POINT (-97.77715953 30.24694096),152616233,152555107,0,436634456,False,4,South Lamar Boulevard,primary,196.558,Loop 343,,35 mph,,,,,South Lamar Boulevard,1.3056580961804463e-05,4.3329433684301746e-05
